"","OBJECTID","TAG","LU_NSWCode","LU_NSWMajo","LU_NSWDeta","LU_SCALDCo","LU_ALUM4Co","LU_ALUM5Co","LU_ALUM6Co","LU_ALUMMaj","LU_ALUMDet","Source","SourceScal","SourceDate","Reliabilit","LU_Mapping","Shape_Leng","Shape_Area","LU_ALUM7Co","LandUse"
"316",33123,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.01290615971,8.8869e-06,"3.3.0",6
"317",248689,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03017507894,1.219951e-05,"1.3.3",35
"318",33126,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.04337756934,5.325507e-05,"3.3.0",6
"319",205578,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00443091293,1.45534e-06,"6.2.0",14
"320",33127,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.01472492857,9.92081e-06,"3.3.0",6
"321",33129,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.0488841262,6.63996e-05,"3.3.0",6
"322",205582,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0042933208,1.33579e-06,"6.2.0",14
"323",115251,"22","22","Wetland","Floodplain swamp - billabong","k0b","6.5.0","6.5.0","6.5.0","Marsh/wetland","Marsh/wetland","air photo","1:50,000",2003-05-11,3,NA,0.01088365051,2.66848e-06,"6.5.0",18
"324",205584,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00352890982,8.9162e-07,"6.2.0",14
"325",33134,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01155457331,4.49661e-06,"3.3.0",6
"326",205586,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0074608411,2.38411e-06,"6.2.0",14
"327",371892,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:25,000",2001-11-01,3,NA,0.0159455371,7.2052e-06,"3.3.0",6
"328",33136,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.04287563703,4.190693e-05,"3.3.0",6
"329",33138,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.03844983303,7.946004e-05,"3.3.0",6
"330",248703,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01830976298,1.188544e-05,"1.3.3",35
"331",248704,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01521924808,8.46032e-06,"1.3.3",35
"332",33140,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.03401219612,3.247717e-05,"3.3.0",6
"333",248709,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.43743976079,0.00192053751,"1.3.3",35
"334",33145,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.02901514687,1.839961e-05,"3.3.0",6
"335",248710,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0200186554,1.343614e-05,"1.3.3",35
"336",248712,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00820083834,2.29206e-06,"1.3.3",35
"337",371904,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.00775343666,3.77993e-06,"3.2.1",53
"338",33148,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.00850785282,3.88053e-06,"3.3.0",6
"339",248713,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03410549284,2.335489e-05,"1.3.3",35
"340",248714,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:25,000",2001-11-01,3,NA,0.18362528389,0.00071788306,"1.3.3",35
"341",248715,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01834709171,1.962936e-05,"1.3.3",35
"342",33151,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.0608191358,0.00011830337,"3.3.0",6
"343",248716,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03286607258,3.058306e-05,"1.3.3",35
"344",33152,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.06444095572,0.00013093069,"3.3.0",6
"345",205604,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00509150919,1.90204e-06,"6.2.0",14
"346",248717,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02161046221,2.801463e-05,"1.3.3",35
"347",33153,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.00870687637,3.99557e-06,"3.3.0",6
"348",205605,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-05-11,3,NA,0.00239702094,4.3013e-07,"6.2.0",14
"349",248718,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01187662346,6.81067e-06,"1.3.3",35
"350",248719,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00897050252,3.47463e-06,"1.3.3",35
"351",33155,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.02215945953,2.32303e-05,"3.3.0",6
"352",248720,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03084572909,4.963603e-05,"1.3.3",35
"353",248722,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-05-11,3,NA,0.00982947268,5.67397e-06,"1.3.3",35
"354",205615,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00861864439,3.69838e-06,"6.2.0",14
"355",33164,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01810152632,1.71163e-05,"3.3.0",6
"356",248730,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.14036355134,0.00036203227,"1.3.3",35
"357",363710,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.04725888156,2.051375e-05,"3.2.1",53
"358",33167,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01800151939,1.162954e-05,"3.3.0",6
"359",33168,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.6011730606,0.00143692497,"3.3.0",6
"360",33169,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.08588426973,0.00032510524,"3.3.0",6
"361",33171,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.03276016783,2.48109e-05,"3.3.0",6
"362",248736,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-05-11,3,NA,0.00490909576,1.33316e-06,"1.3.3",35
"363",33172,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.02508723078,2.787304e-05,"3.3.0",6
"364",33173,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.04901445243,7.251146e-05,"3.3.0",6
"365",205625,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00533868332,1.8258e-06,"6.2.0",14
"366",33176,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.04927706145,6.909426e-05,"3.3.0",6
"367",205629,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-05-11,3,NA,0.00159681243,1.8897e-07,"6.2.0",14
"368",248743,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.20259944701,0.00111052557,"1.3.3",35
"369",371935,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:25,000",2001-11-01,3,NA,0.02826007876,2.949113e-05,"3.3.0",6
"370",205631,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00349962249,8.5791e-07,"6.2.0",14
"371",248745,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-05-11,3,NA,0.00757860402,3.66791e-06,"1.3.3",35
"372",363724,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.00633113064,1.45806e-06,"3.2.1",53
"373",33181,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.04191283207,3.160921e-05,"3.3.0",6
"374",205635,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01037798185,4.00835e-06,"6.2.0",14
"375",248748,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-05-11,3,NA,0.01020497716,5.31977e-06,"1.3.3",35
"376",295976,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-19,3,NA,0.0299673293,3.87251e-05,"3.2.1",57
"377",365780,"117G","117G","Conservation Area","Wide road reserve or TSR, currently used for intensive grazing","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.03489647253,2.806527e-05,"3.2.1",58
"378",33185,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01391693188,1.142396e-05,"3.3.0",6
"379",33186,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.36995042683,0.00184486479,"3.3.0",6
"380",33188,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.14839417859,0.00033030436,"3.3.0",6
"381",248753,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-05-11,3,NA,0.00616453369,1.898e-06,"1.3.3",35
"382",33189,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01803646196,1.100068e-05,"3.3.0",6
"383",248756,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:25,000",2001-11-01,3,NA,0.35778412478,0.00174775587,"1.3.3",35
"384",33192,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.06793609437,0.00019459109,"3.3.0",6
"385",33193,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.04025939632,8.476392e-05,"3.3.0",6
"386",248758,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04592097666,0.00011262228,"1.3.3",35
"387",205646,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01266142274,4.75477e-06,"6.2.0",14
"388",248759,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.06015415978,7.900875e-05,"1.3.3",35
"389",248760,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04789238484,0.00010339595,"1.3.3",35
"390",248761,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.06049388473,0.00013962661,"1.3.3",35
"391",248762,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03672641359,9.037569e-05,"1.3.3",35
"392",248763,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.06748599261,0.00013492828,"1.3.3",35
"393",33200,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01228986904,8.85331e-06,"3.3.0",6
"394",33202,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.13677813624,0.00026376416,"3.3.0",6
"395",205655,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0027840686,4.6043e-07,"6.2.0",14
"396",33204,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.11246235642,0.00025238893,"3.3.0",6
"397",371961,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.04562057386,3.529413e-05,"3.2.1",53
"398",248770,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.07190934727,0.00015721504,"1.3.3",35
"399",248771,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01262396118,9.90641e-06,"1.3.3",35
"400",205659,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00679106092,2.3003e-06,"6.2.0",14
"401",205660,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00278648086,5.4676e-07,"6.2.0",14
"402",33209,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.05296116005,5.371676e-05,"3.3.0",6
"403",33210,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01954977706,2.141005e-05,"3.3.0",6
"404",205663,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00412820865,1.20909e-06,"6.2.0",14
"405",33212,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.11216330258,0.00030594782,"3.3.0",6
"406",205664,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00488877461,1.41276e-06,"6.2.0",14
"407",363758,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.08023938365,0.00013030647,"3.2.1",53
